
insert into TabladeTarjetas values(340383198517962, 'American Express', 'American Express', 'Karly M Soria', '42583', '46600', '23', '7758', '6065'),
(4966721347451020, 'Visa', 'PNC', 'Benjamin B Durham', '39083', '46023', '2', '742', '765'),
(5446267294409350, 'Master Card', 'Barclays', 'Jon T Unger', '42430', '45717', '13', '830', '1205'),
(5192042305880830, 'Master Card', 'U.S. Bancorp', 'Paul Gentry', '42430', '46813', '21', '475', '5928'),
(4620184000202110, 'Visa', 'Chase', 'Emmanuel Menard', '42795', '46813', '6', '30', '3001'),
(4960474675943640, 'Visa', 'Chase', 'Margaret F Huber', '40909', '47849', '21', '360', '9932'),
(6222161144750560, 'Discover', 'Discover', 'Shawnna Sutherland', '40787', '42979', '11', '328', '9066'),
(6011887174281250, 'Discover', 'Discover', 'Brenda J Skinner', '41518', '44075', '6', '814', '8753'),
(30189987838203, 'Diners Club International', 'Diners Club', 'Fern Nagel', '39965', '46174', '7', '916', '7800'),
(5431955077219010, 'Master Card', 'Chase', 'Christine I Lewis', '42278', '45566', '19', '209', '8212'),
(4419288199688680, 'Visa', 'Chase', 'Herlinda Z Garner', '40179', '46023', '24', '450', '8692'),
(3554875516961060, 'Japan Credit Bureau', 'JCB', 'Dolores L Meyers', '43009', '45566', '12', '775', '8979'),
(3571636721717840, 'Japan Credit Bureau', 'JCB', 'Jay J Ragsdale', '41883', '47362', '2', '845', '2310'),
(30187816439268, 'Diners Club International', 'Diners Club', 'Diane F Berger', '42736', '48214', '21', '165', '1618'),
(372611393020973, 'American Express', 'USAA', 'Scarlet E Rudd', '39539', '39904', '5', '9087', '167'),
(30484584831523, 'Diners Club International', 'Diners Club', 'Douglas P Donaldson', '39753', '42675', '2', '307', '1980'),
(39718191441049, 'Diners Club International', 'Diners Club', 'Gregorio P Wyman', '39753', '44866', '12', '554', '3534'),
(4257373432200240, 'Visa', 'Citibank', 'Theodore U Hester', '40725', '45108', '5', '958', '9767'),
(4703812698381620, 'Visa', 'U.S. Bancorp', 'Valeri Bunker', '41275', '48580', '22', '984', '2763'),
(379325886866437, 'American Express', 'U.S. Bancorp', 'Lynn Mccray', '42248', '45170', '25', '5564', '5563'),
(5486260902456960, 'Master Card', 'Chase', 'Abraham M Watt', '39295', '45505', '15', '978', '1178'),
(5305800064606780, 'Master Card', 'Capital One', 'Debbie Kelly', '40513', '40878', '13', '808', '4162'),
(4740102785305240, 'Visa', 'Bank of America', 'Nguyet V Pollock', '42401', '48976', '7', '429', '98'),
(4835065253598270, 'Visa', 'Chase', 'Beverly C Hampton', '39448', '39814', '22', '279', '4495'),
(3579763397212390, 'Japan Credit Bureau', 'JCB', 'Kacie L Dunn', '40756', '44409', '7', '944', '4061'),
(5442850002427090, 'Master Card', 'Bank of America', 'Stanley I Church', '41821', '47665', '13', '967', '8970'),
(6011367340675710, 'Discover', 'Discover', 'Tim Frasier', '39569', '39934', '2', '916', '7795'),
(30011199446007, 'Diners Club International', 'Diners Club', 'Susan Bauer', '42370', '45292', '2', '122', '7540'),
(348287501812352, 'American Express', 'American Express', 'Migdalia Hamby', '39356', '39722', '4', '2481', '9021'),
(30264729591301, 'Diners Club International', 'Diners Club', 'Yolanda U Hahn', '40664', '45047', '21', '104', '4307'),
(5414551933199210, 'Master Card', 'Citibank', 'Chloe Y Levin', '42186', '45108', '14', '803', '3632'),
(4992470950089480, 'Visa', 'Chase', 'Beatrice U Harrell', '40603', '42795', '1', '180', '6985'),
(30364144760737, 'Diners Club International', 'Diners Club', 'Shana M Dick', '42005', '48580', '27', '645', '2318'),
(4028706307504470, 'Visa', 'Chase', 'Dean F Raymond', '42887', '49827', '13', '832', '2017'),
(6464319963708670, 'Discover', 'Discover', 'Annett Y Amato', '39783', '40513', '11', '817', '202'),
(4716078002432810, 'Visa', 'Capital One', 'Virginia M Cohen', '41609', '46357', '18', '658', '676'),
(5308767822561770, 'Master Card', 'Capital One', 'Brigid X Snell', '41730', '47209', '9', '532', '3542'),
(30228133718735, 'Diners Club International', 'Diners Club', 'Gladys Wolfe', '42309', '44501', '24', '799', '3953'),
(4214307304094930, 'Visa', 'Chase', 'Dorinda E Sexton', '42095', '47209', '24', '113', '69'),
(3538602667528410, 'Japan Credit Bureau', 'JCB', 'Jessica A Kinney', '39873', '46813', '17', '876', '6546'),
(347253356175312, 'American Express', 'American Express', 'Sheron Gerald', '41456', '43282', '22', '843', '2020'),
(374570705350742, 'American Express', 'American Express', 'Joan Y Abbott', '40483', '47423', '21', '7258', '2761'),
(4078597790095940, 'Visa', 'Chase', 'Nella B Canady', '41760', '47969', '16', '142', '3425'),
(30925360471322, 'Diners Club International', 'Diners Club', 'Leo Gilbert', '40787', '41883', '16', '710', '9646'),
(5333620429278520, 'Master Card', 'Bank of America', 'Agatha X Hirsch', '41334', '45717', '26', '632', '5721'),
(6226968171710300, 'Discover', 'Discover', 'Megan R Knox', '39692', '46266', '21', '55', '5156'),
(30336923411856, 'Diners Club International', 'Diners Club', 'Gerda Pleasant', '40725', '43647', '21', '172', '8243'),
(6011011306815560, 'Discover', 'Discover', 'Greg D Mcpherson', '42278', '48122', '19', '802', '1678'),
(4853937763079050, 'Visa', 'Bank of America', 'Warner E Sherwood', '40909', '48214', '21', '456', '2663'),
(6011430444688870, 'Discover', 'Discover', 'Marilyn Patrick', '40391', '42217', '26', '285', '7710'),
(6011745566333150, 'Discover', 'Discover', 'Kent Weddle', '42005', '43466', '6', '81', '2937'),
(5488310280781780, 'Master Card', 'Chase', 'Vincent T Ford', '41760', '45413', '10', '166', '3027'),
(4036880808144630, 'Visa', 'Chase', 'Jani I Yancey', '40817', '43374', '17', '803', '4820'),
(345785059482034, 'American Express', 'American Express', 'Julia R Keith', '40725', '44013', '22', '704', '5128'),
(5255684116445470, 'Master Card', 'Bank of America', 'Hosea D Meyer', '41883', '48458', '19', '111', '1517'),
(5200234489907500, 'Master Card', 'Capital One', 'Samantha Butler', '41730', '44287', '10', '595', '7289'),
(346443556928674, 'American Express', 'American Express', 'Beula Quiroz', '42917', '45839', '27', '3853', '4527'),
(6516548518049950, 'Discover', 'Discover', 'Nicole T Pacheco', '39295', '41487', '6', '657', '1030'),
(30909253674762, 'Diners Club International', 'Diners Club', 'Chelsea Z Wingfield', '40878', '44166', '8', '536', '1245'),
(36846396115184, 'Diners Club International', 'Diners Club', 'Margaret Knight', '42491', '49430', '24', '310', '8305'),
(30108119557614, 'Diners Club International', 'Diners Club', 'Jeanett Burchfield', '39814', '40544', '16', '63', '3385'),
(3545015744407610, 'Japan Credit Bureau', 'JCB', 'Edward H Bradford', '39142', '43891', '4', '690', '1236'),
(30417578804148, 'Diners Club International', 'Diners Club', 'Carroll W Coffey', '41306', '48611', '16', '987', '2788'),
(4657730164716750, 'Visa', 'Chase', 'Gilbert Q Mcguire', '41944', '44136', '6', '687', '9692'),
(377769652504858, 'American Express', 'Bank of America', 'Tyrell Whatley', '41487', '47696', '3', '6620', '3671'),
(377929839629669, 'American Express', 'American Express', 'Stephanie Black', '40210', '40575', '25', '8991', '9541'),
(4918685112805070, 'Visa', 'Cabela’s WFB', 'Terry R Mackenzie', '40452', '41183', '12', '431', '2883'),
(4991130261061680, 'Visa', 'Bank of America', 'Melissa Q Castillo', '39722', '42644', '16', '435', '6872'),
(4367151316744500, 'Visa', 'Capital One', 'Cecil Cate', '40026', '46600', '20', '293', '2240'),
(3530448466788370, 'Japan Credit Bureau', 'JCB', 'Juan J Marshall', '42401', '46784', '9', '284', '6005'),
(5302440506288500, 'Master Card', 'U.S. Bancorp', 'Damion Shipley', '40969', '42430', '12', '711', '9482'),
(4955214217977480, 'Visa', 'Wells Fargo', 'Doris Q Pennington', '42156', '48000', '24', '586', '1607'),
(3575993126670280, 'Japan Credit Bureau', 'JCB', 'Nona Buchanan', '42736', '47119', '2', '682', '6935'),
(4076276609225870, 'Visa', 'Chase', 'Vincent E Phillips', '39845', '43132', '23', '714', '7722'),
(30130973273062, 'Diners Club International', 'Diners Club', 'Jimmy M Woodward', '40179', '41640', '15', '416', '9419'),
(30199466883786, 'Diners Club International', 'Diners Club', 'Marilyn W Bowers', '42339', '44896', '5', '269', '9026'),
(4804138593251000, 'Visa', 'Chase', 'Carley T Gagne', '42979', '45536', '14', '133', '5491'),
(4083813518820530, 'Visa', 'PNC', 'Cathy Fields', '41275', '41640', '19', '428', '2115'),
(3538144147451720, 'Japan Credit Bureau', 'JCB', 'Joella Q Abner', '41214', '44136', '21', '698', '8558'),
(36154852498313, 'Diners Club International', 'Diners Club', 'Alice U Gardner', '39387', '41944', '6', '72', '7159'),
(4697631980907750, 'Visa', 'Chase', 'Lillie H Briggs', '42339', '48549', '13', '70', '6942'),
(3538915316111750, 'Japan Credit Bureau', 'JCB', 'Katie Foreman', '42826', '43191', '25', '316', '2706'),
(370931419124571, 'American Express', 'American Express', 'Petronila X Caldwell', '42278', '48122', '10', '6382', '4452'),
(4276798797851320, 'Visa', 'Chase', 'Irene M Patton', '42736', '43101', '2', '777', '8970'),
(4303050902711330, 'Visa', 'USAA', 'Erlinda Zapata', '40118', '47058', '5', '645', '5526'),
(5335090629259960, 'Master Card', 'Capital One', 'Julie Rasmussen', '42370', '43466', '24', '645', '7404'),
(6011611483561120, 'Discover', 'Discover', 'Randolph Y Prichard', '39661', '42217', '2', '870', '1503'),
(3574159733474960, 'Japan Credit Bureau', 'JCB', 'Holly K Stout', '42856', '50161', '7', '138', '6882'),
(30322341162735, 'Diners Club International', 'Diners Club', 'Dudley Maher', '40848', '45597', '23', '13', '7095'),
(5245934045128900, 'Master Card', 'Chase', 'Carmen Q Carney', '41913', '44470', '18', '535', '9284'),
(4992947975627480, 'Visa', 'Chase', 'Marcel Whaley', '40544', '45658', '23', '205', '8612'),
(6011694591561340, 'Discover', 'Discover', 'Ricky Ford', '42186', '43282', '26', '268', '9815'),
(36401373954682, 'Diners Club International', 'Diners Club', 'Cleveland C Law', '39295', '44044', '12', '789', '8015'),
(344506243670552, 'American Express', 'American Express', 'Dustin I Duffy', '40057', '44440', '9', '3854', '9866'),
(3547864121902880, 'Japan Credit Bureau', 'JCB', 'Sharee C Shrader', '39173', '39904', '11', '115', '9340'),
(30437445713090, 'Diners Club International', 'Diners Club', 'Audrey Burks', '42491', '49065', '11', '495', '2714'),
(4210913987307280, 'Visa', 'Cabela’s WFB', 'Christia A Hetrick', '41821', '44378', '15', '151', '6578'),
(6011903507681620, 'Discover', 'Discover', 'Patricia Peters', '41456', '44378', '19', '27', '4900'),
(30134358861111, 'Diners Club International', 'Diners Club', 'Giovanni Lockett', '40909', '45292', '19', '450', '4560'),
(30301072868959, 'Diners Club International', 'Diners Club', 'Rick T Goff', '40695', '42887', '28', '415', '8578'),
(39731553728945, 'Diners Club International', 'Diners Club', 'Louie Shay', '42217', '44409', '23', '296', '6907'),
(30087287099254, 'Diners Club International', 'Diners Club', 'Wesley A Reid', '41944', '46327', '27', '755', '2648'),
(4046683305048020, 'Visa', 'Citibank', 'Reyes H Keeney', '39142', '42795', '23', '923', '7619'),
(3535470371655350, 'Japan Credit Bureau', 'JCB', 'Norma C Emerson', '42248', '49188', '27', '95', '2998'),
(30437553119809, 'Diners Club International', 'Diners Club', 'Ava F Li', '39783', '45261', '1', '874', '5358'),
(6011024643707860, 'Discover', 'Discover', 'Melvin Bishop', '39873', '40969', '4', '416', '4659'),
(30170811879118, 'Diners Club International', 'Diners Club', 'Macy Shearer', '39934', '46508', '26', '908', '1988'),
(5391190682557730, 'Master Card', 'Barclays', 'Jean Z Holt', '42856', '46143', '22', '558', '1182'),
(5365024719965840, 'Master Card', 'Bank of America', 'Parker V Ruiz', '39295', '41487', '8', '640', '9433'),
(342305394073571, 'American Express', 'American Express', 'Jose Y Russo', '41609', '48914', '9', '3278', '9057'),
(6532422121461110, 'Discover', 'Discover', 'Nikia Starks', '42461', '47939', '24', '404', '1424'),
(3557710771836730, 'Japan Credit Bureau', 'JCB', 'Evelyn K Morris', '40664', '41030', '21', '311', '7487'),
(3545554582187700, 'Japan Credit Bureau', 'JCB', 'Frank Lockwood', '41548', '42278', '11', '862', '9182'),
(30069258657690, 'Diners Club International', 'Diners Club', 'Kelly S Hayden', '42309', '44136', '9', '978', '6318'),
(5392912102743800, 'Master Card', 'Bank of America', 'Dudley Bradley', '42248', '49188', '8', '161', '2620'),
(6011726121237580, 'Discover', 'Discover', 'Philip F Crawford', '39965', '43252', '16', '794', '7455'),
(3571769852255650, 'Japan Credit Bureau', 'JCB', 'Bobette V Harbin', '41426', '48731', '19', '970', '1108'),
(4858000627872640, 'Visa', 'PNC', 'Ray M Gonzalez', '41821', '48396', '13', '36', '7555'),
(4821476256648200, 'Visa', 'Chase', 'Rosita Cone', '41821', '48030', '3', '423', '368'),
(5227669499543190, 'Master Card', 'Chase', 'Robert H Oneal', '39661', '45870', '16', '126', '2337'),
(30988542707187, 'Diners Club International', 'Diners Club', 'Theo Frey', '41153', '42614', '23', '822', '4577'),
(3529174435681680, 'Japan Credit Bureau', 'JCB', 'Sheila M Sullivan', '39203', '41030', '27', '94', '5294'),
(4448790747322360, 'Visa', 'Citibank', 'Bryan H Pridgen', '40483', '46692', '23', '702', '5211'),
(6225509715850220, 'Discover', 'Discover', 'Barry T Mullins', '40603', '44621', '21', '130', '6132'),
(4337023394966590, 'Visa', 'USAA', 'Willis M Tam', '41974', '42705', '6', '750', '723'),
(5261137000303780, 'Master Card', 'Chase', 'Martin K Spencer', '42644', '44105', '4', '770', '6760'),
(5480025330239000, 'Master Card', 'Bank of America', 'Jose X Moultrie', '41579', '43405', '18', '6', '3599'),
(6011813498043000, 'Discover', 'Discover', 'Jessica B Potts', '40118', '41214', '16', '813', '5113'),
(348234748145998, 'American Express', 'American Express', 'Olivia Heyward', '42278', '43374', '6', '6688', '3854'),
(30349685778016, 'Diners Club International', 'Diners Club', 'Gregory K Cantu', '40603', '42064', '2', '720', '9656'),
(30183587324680, 'Diners Club International', 'Diners Club', 'Glenn R Halcomb', '40940', '45689', '10', '51', '547'),
(6011712396586110, 'Discover', 'Discover', 'Donna U Hayes', '40087', '46296', '13', '145', '9857'),
(343503335033998, 'American Express', 'U.S. Bancorp', 'Willie Brinson', '40909', '43101', '1', '4910', '5356'),
(378061894501549, 'American Express', 'American Express', 'Leon Whitehead', '40909', '41275', '14', '1771', '446'),
(6011111438765500, 'Discover', 'Discover', 'Roosevelt T Rector', '42430', '43160', '18', '523', '4791'),
(4188239711653350, 'Visa', 'USAA', 'Brenda M Walter', '40238', '42064', '27', '315', '9783'),
(4747743887807910, 'Visa', 'Chase', 'Winford L Dell', '42552', '46935', '16', '38', '103'),
(3543860075772800, 'Japan Credit Bureau', 'JCB', 'Yolanda Rich', '42186', '44013', '1', '753', '5133'),
(347101690922362, 'American Express', 'Bank of America', 'Kenyetta Wilt', '40756', '48061', '24', '7576', '6445'),
(4153939192551240, 'Visa', 'U.S. Bancorp', 'Calvin I Ellis', '41883', '48823', '28', '488', '176'),
(30220725621328, 'Diners Club International', 'Diners Club', 'Lonnie B Head', '42979', '49188', '18', '982', '5361'),
(3562889866089680, 'Japan Credit Bureau', 'JCB', 'Jose O Serrano', '39934', '42856', '14', '372', '2544'),
(3555896538261400, 'Japan Credit Bureau', 'JCB', 'Katelynn Juarez', '39234', '45809', '19', '158', '7154'),
(6446160891047450, 'Discover', 'Discover', 'Zachary P Rhodes', '39600', '45444', '9', '336', '1723'),
(30977606233156, 'Diners Club International', 'Diners Club', 'Keena Beam', '42217', '46966', '14', '968', '2196'),
(6011748856257650, 'Discover', 'Discover', 'Kim L Bonner', '41609', '41974', '14', '662', '109'),
(349004068067174, 'American Express', 'American Express', 'Merlin Z Brand', '41640', '46753', '6', '5137', '2753'),
(4887712648813490, 'Visa', 'U.S. Bancorp', 'Edwin Q Aguirre', '41000', '42826', '11', '390', '2543'),
(5275968582076130, 'Master Card', 'Citibank', 'Heidi I Wyatt', '42095', '47939', '13', '124', '9377'),
(340884741748079, 'American Express', 'American Express', 'Grace P Hodges', '39387', '42675', '11', '6436', '2141'),
(30065582173719, 'Diners Club International', 'Diners Club', 'Ai Rigsby', '42125', '42491', '11', '498', '8426'),
(5210332915021690, 'Master Card', 'Chase', 'Travis F Vaughn', '41671', '48245', '8', '385', '2717'),
(4941847638541880, 'Visa', 'Chase', 'Joycelyn Canady', '39142', '45352', '23', '967', '9786'),
(5427251665512460, 'Master Card', 'GE Capital', 'Chris Q Kerr', '42705', '43800', '15', '253', '623'),
(30935153931077, 'Diners Club International', 'Diners Club', 'Elwood Power', '42705', '50010', '14', '441', '6353'),
(6011617785767990, 'Discover', 'Discover', 'Jane Shields', '41306', '45323', '26', '928', '1319'),
(4844924273196070, 'Visa', 'Citibank', 'Candelaria Schindler', '40057', '45536', '7', '773', '9323'),
