insert into creitcardsexcel values('Card Type Full Name', 'Issuing Bank', Card Number, 'Card Holder's Name', CVV/CVV2, Issue Date, Expiry Date, Billing Date, Card PIN, Credit Limit),
('American Express', 'U.S. Bancorp', 372124158523090, 'Josephine Y Baez', 5958, 39356, 45200, 3, 6934, 70100),
('American Express', 'American Express', 372186276241376, 'Troy Howard', 4764, 42491, 49796, 15, 9438, 191500),
('Master Card', 'U.S. Bancorp', 5133940187254950, 'Huong J Doughty', 553, 39448, 40909, 25, 2885, 67700),
('American Express', 'American Express', 342709576837721, 'Vincent N Mosley', 3551, 42705, 47818, 1, 1542, 181100),
('Japan Credit Bureau', 'JCB', 3533327882583490, 'Slyvia P Ragan', 663, 42339, 44896, 2, 2952, 175600),
('Diners Club International', 'Diners Club', 30500329232501, 'Christina W Miles', 219, 42614, 49919, 28, 3456, 126400),
('Visa', 'Chase', 4754938970768710, 'Hope E Westmoreland', 660, 39479, 41671, 22, 7111, 125900),
('Discover', 'Discover', 6011051708036820, 'Theodore H Allen', 249, 39479, 44593, 13, 2518, 84600),
('American Express', 'Bank of America', 346815368238808, 'Barbera Y Isaac', 3295, 39326, 44075, 14, 1558, 87800),
('American Express', 'USAA', 349793350491932, 'Chris O Vincent', 256, 41640, 48945, 22, 5531, 48100),
('Diners Club International', 'Diners Club', 30436556463545, 'Kizzie U Cullen', 705, 41153, 45536, 6, 9708, 103000),
('Visa', 'PNC', 4966721347451020, 'Benjamin B Durham', 742, 39083, 46023, 2, 765, 24300),
('Master Card', 'Barclays', 5446267294409350, 'Jon T Unger', 830, 42430, 45717, 13, 1205, 132900),
('Master Card', 'U.S. Bancorp', 5192042305880830, 'Paul Gentry', 475, 42430, 46813, 21, 5928, 177700),
('Visa', 'Chase', 4620184000202110, 'Emmanuel Menard', 30, 42795, 46813, 6, 3001, 107400),
('Visa', 'Chase', 4960474675943640, 'Margaret F Huber', 360, 40909, 47849, 21, 9932, 19500),
('Discover', 'Discover', 6222161144750560, 'Shawnna Sutherland', 328, 40787, 42979, 11, 9066, 169600),
('Discover', 'Discover', 6011887174281250, 'Brenda J Skinner', 814, 41518, 44075, 6, 8753, 48400),
('Diners Club International', 'Diners Club', 30189987838203, 'Fern Nagel', 916, 39965, 46174, 7, 7800, 30800),
('Master Card', 'Chase', 5431955077219010, 'Christine I Lewis', 209, 42278, 45566, 19, 8212, 169400),
('Visa', 'Chase', 4419288199688680, 'Herlinda Z Garner', 450, 40179, 46023, 24, 8692, 197500),
('Japan Credit Bureau', 'JCB', 3554875516961060, 'Dolores L Meyers', 775, 43009, 45566, 12, 8979, 100200),
('Japan Credit Bureau', 'JCB', 3571636721717840, 'Jay J Ragsdale', 845, 41883, 47362, 2, 2310, 85900),
('Diners Club International', 'Diners Club', 30187816439268, 'Diane F Berger', 165, 42736, 48214, 21, 1618, 180200),
('American Express', 'USAA', 372611393020973, 'Scarlet E Rudd', 9087, 39539, 39904, 5, 167, 64000),
('Diners Club International', 'Diners Club', 30484584831523, 'Douglas P Donaldson', 307, 39753, 42675, 2, 1980, 90900),
('Diners Club International', 'Diners Club', 39718191441049, 'Gregorio P Wyman', 554, 39753, 44866, 12, 3534, 60900),
('Visa', 'Citibank', 4257373432200240, 'Theodore U Hester', 958, 40725, 45108, 5, 9767, 81800),
('Visa', 'U.S. Bancorp', 4703812698381620, 'Valeri Bunker', 984, 41275, 48580, 22, 2763, 167100),
('American Express', 'U.S. Bancorp', 379325886866437, 'Lynn Mccray', 5564, 42248, 45170, 25, 5563, 25600),
('Master Card', 'Chase', 5486260902456960, 'Abraham M Watt', 978, 39295, 45505, 15, 1178, 142100),
('Master Card', 'Capital One', 5305800064606780, 'Debbie Kelly', 808, 40513, 40878, 13, 4162, 39600),
('Visa', 'Bank of America', 4740102785305240, 'Nguyet V Pollock', 429, 42401, 48976, 7, 98, 116800),
('Visa', 'Chase', 4835065253598270, 'Beverly C Hampton', 279, 39448, 39814, 22, 4495, 183800),
('Japan Credit Bureau', 'JCB', 3579763397212390, 'Kacie L Dunn', 944, 40756, 44409, 7, 4061, 73500),
('Master Card', 'Bank of America', 5442850002427090, 'Stanley I Church', 967, 41821, 47665, 13, 8970, 25900),
('Discover', 'Discover', 6011367340675710, 'Tim Frasier', 916, 39569, 39934, 2, 7795, 103800),
('Diners Club International', 'Diners Club', 30011199446007, 'Susan Bauer', 122, 42370, 45292, 2, 7540, 52600),
('American Express', 'American Express', 348287501812352, 'Migdalia Hamby', 2481, 39356, 39722, 4, 9021, 74400),
('Diners Club International', 'Diners Club', 30264729591301, 'Yolanda U Hahn', 104, 40664, 45047, 21, 4307, 107200),
('Master Card', 'Citibank', 5414551933199210, 'Chloe Y Levin', 803, 42186, 45108, 14, 3632, 35300),
('Visa', 'Chase', 4992470950089480, 'Beatrice U Harrell', 180, 40603, 42795, 1, 6985, 160000),
('Diners Club International', 'Diners Club', 30364144760737, 'Shana M Dick', 645, 42005, 48580, 27, 2318, 94300),
('Visa', 'Chase', 4028706307504470, 'Dean F Raymond', 832, 42887, 49827, 13, 2017, 19700),
('Discover', 'Discover', 6464319963708670, 'Annett Y Amato', 817, 39783, 40513, 11, 202, 48900),
('Visa', 'Capital One', 4716078002432810, 'Virginia M Cohen', 658, 41609, 46357, 18, 676, 152500),
('Master Card', 'Capital One', 5308767822561770, 'Brigid X Snell', 532, 41730, 47209, 9, 3542, 64600),
('Diners Club International', 'Diners Club', 30228133718735, 'Gladys Wolfe', 799, 42309, 44501, 24, 3953, 123100),
('Visa', 'Chase', 4214307304094930, 'Dorinda E Sexton', 113, 42095, 47209, 24, 69, 123500),
('Japan Credit Bureau', 'JCB', 3538602667528410, 'Jessica A Kinney', 876, 39873, 46813, 17, 6546, 152700),
('American Express', 'American Express', 347253356175312, 'Sheron Gerald', 843, 41456, 43282, 22, 2020, 199400),
('American Express', 'American Express', 374570705350742, 'Joan Y Abbott', 7258, 40483, 47423, 21, 2761, 119800),
('Visa', 'Chase', 4078597790095940, 'Nella B Canady', 142, 41760, 47969, 16, 3425, 118000),
('Diners Club International', 'Diners Club', 30925360471322, 'Leo Gilbert', 710, 40787, 41883, 16, 9646, 73500),
('Master Card', 'Bank of America', 5333620429278520, 'Agatha X Hirsch', 632, 41334, 45717, 26, 5721, 12000),
('Discover', 'Discover', 6226968171710300, 'Megan R Knox', 55, 39692, 46266, 21, 5156, 103800),
('Diners Club International', 'Diners Club', 30336923411856, 'Gerda Pleasant', 172, 40725, 43647, 21, 8243, 47100),
('Discover', 'Discover', 6011011306815560, 'Greg D Mcpherson', 802, 42278, 48122, 19, 1678, 119600),
('Visa', 'Bank of America', 4853937763079050, 'Warner E Sherwood', 456, 40909, 48214, 21, 2663, 40500),
('Discover', 'Discover', 6011430444688870, 'Marilyn Patrick', 285, 40391, 42217, 26, 7710, 136000),
('Discover', 'Discover', 6011745566333150, 'Kent Weddle', 81, 42005, 43466, 6, 2937, 25500),
('Master Card', 'Chase', 5488310280781780, 'Vincent T Ford', 166, 41760, 45413, 10, 3027, 196700),
('Visa', 'Chase', 4036880808144630, 'Jani I Yancey', 803, 40817, 43374, 17, 4820, 199400),
('American Express', 'American Express', 345785059482034, 'Julia R Keith', 704, 40725, 44013, 22, 5128, 56800),
('Master Card', 'Bank of America', 5255684116445470, 'Hosea D Meyer', 111, 41883, 48458, 19, 1517, 68600),
('Master Card', 'Capital One', 5200234489907500, 'Samantha Butler', 595, 41730, 44287, 10, 7289, 128300),
('American Express', 'American Express', 346443556928674, 'Beula Quiroz', 3853, 42917, 45839, 27, 4527, 79700),
('Discover', 'Discover', 6516548518049950, 'Nicole T Pacheco', 657, 39295, 41487, 6, 1030, 107100),
('Diners Club International', 'Diners Club', 30909253674762, 'Chelsea Z Wingfield', 536, 40878, 44166, 8, 1245, 130800),
('Diners Club International', 'Diners Club', 36846396115184, 'Margaret Knight', 310, 42491, 49430, 24, 8305, 110100),
('Diners Club International', 'Diners Club', 30108119557614, 'Jeanett Burchfield', 63, 39814, 40544, 16, 3385, 56800),
('Japan Credit Bureau', 'JCB', 3545015744407610, 'Edward H Bradford', 690, 39142, 43891, 4, 1236, 75800),
('Diners Club International', 'Diners Club', 30417578804148, 'Carroll W Coffey', 987, 41306, 48611, 16, 2788, 192200),
('Visa', 'Chase', 4657730164716750, 'Gilbert Q Mcguire', 687, 41944, 44136, 6, 9692, 71300),
('American Express', 'Bank of America', 377769652504858, 'Tyrell Whatley', 6620, 41487, 47696, 3, 3671, 164600),
('American Express', 'American Express', 377929839629669, 'Stephanie Black', 8991, 40210, 40575, 25, 9541, 15400),
('Visa', 'Cabela’s WFB', 4918685112805070, 'Terry R Mackenzie', 431, 40452, 41183, 12, 2883, 11700),
('Visa', 'Bank of America', 4991130261061680, 'Melissa Q Castillo', 435, 39722, 42644, 16, 6872, 34300),
('Visa', 'Capital One', 4367151316744500, 'Cecil Cate', 293, 40026, 46600, 20, 2240, 158100),
('Japan Credit Bureau', 'JCB', 3530448466788370, 'Juan J Marshall', 284, 42401, 46784, 9, 6005, 55400),
('Master Card', 'U.S. Bancorp', 5302440506288500, 'Damion Shipley', 711, 40969, 42430, 12, 9482, 68600),
('Visa', 'Wells Fargo', 4955214217977480, 'Doris Q Pennington', 586, 42156, 48000, 24, 1607, 141100),
('Japan Credit Bureau', 'JCB', 3575993126670280, 'Nona Buchanan', 682, 42736, 47119, 2, 6935, 193200),
('Visa', 'Chase', 4076276609225870, 'Vincent E Phillips', 714, 39845, 43132, 23, 7722, 71900),
('Diners Club International', 'Diners Club', 30130973273062, 'Jimmy M Woodward', 416, 40179, 41640, 15, 9419, 80700),
('Diners Club International', 'Diners Club', 30199466883786, 'Marilyn W Bowers', 269, 42339, 44896, 5, 9026, 157300),
('Visa', 'Chase', 4804138593251000, 'Carley T Gagne', 133, 42979, 45536, 14, 5491, 34300),
('Visa', 'PNC', 4083813518820530, 'Cathy Fields', 428, 41275, 41640, 19, 2115, 166500),
('Japan Credit Bureau', 'JCB', 3538144147451720, 'Joella Q Abner', 698, 41214, 44136, 21, 8558, 40700),
('Diners Club International', 'Diners Club', 36154852498313, 'Alice U Gardner', 72, 39387, 41944, 6, 7159, 164500),
('Visa', 'Chase', 4697631980907750, 'Lillie H Briggs', 70, 42339, 48549, 13, 6942, 19000),
('Japan Credit Bureau', 'JCB', 3538915316111750, 'Katie Foreman', 316, 42826, 43191, 25, 2706, 50900),
('American Express', 'American Express', 370931419124571, 'Petronila X Caldwell', 6382, 42278, 48122, 10, 4452, 159500),
('Visa', 'Chase', 4276798797851320, 'Irene M Patton', 777, 42736, 43101, 2, 8970, 159100),
('Visa', 'USAA', 4303050902711330, 'Erlinda Zapata', 645, 40118, 47058, 5, 5526, 170200),
('Master Card', 'Capital One', 5335090629259960, 'Julie Rasmussen', 645, 42370, 43466, 24, 7404, 190800),
('Discover', 'Discover', 6011611483561120, 'Randolph Y Prichard', 870, 39661, 42217, 2, 1503, 97600),
('Japan Credit Bureau', 'JCB', 3574159733474960, 'Holly K Stout', 138, 42856, 50161, 7, 6882, 78700),
('Diners Club International', 'Diners Club', 30322341162735, 'Dudley Maher', 13, 40848, 45597, 23, 7095, 116000),
('Master Card', 'Chase', 5245934045128900, 'Carmen Q Carney', 535, 41913, 44470, 18, 9284, 145500),
('Visa', 'Chase', 4992947975627480, 'Marcel Whaley', 205, 40544, 45658, 23, 8612, 143700),
('Discover', 'Discover', 6011694591561340, 'Ricky Ford', 268, 42186, 43282, 26, 9815, 67200),
('Diners Club International', 'Diners Club', 36401373954682, 'Cleveland C Law', 789, 39295, 44044, 12, 8015, 197800),
('American Express', 'American Express', 344506243670552, 'Dustin I Duffy', 3854, 40057, 44440, 9, 9866, 186500),
('Japan Credit Bureau', 'JCB', 3547864121902880, 'Sharee C Shrader', 115, 39173, 39904, 11, 9340, 160500),
('Diners Club International', 'Diners Club', 30437445713090, 'Audrey Burks', 495, 42491, 49065, 11, 2714, 25600),
('Visa', 'Cabela’s WFB', 4210913987307280, 'Christia A Hetrick', 151, 41821, 44378, 15, 6578, 153700),
('Discover', 'Discover', 6011903507681620, 'Patricia Peters', 27, 41456, 44378, 19, 4900, 112400),
('Diners Club International', 'Diners Club', 30134358861111, 'Giovanni Lockett', 450, 40909, 45292, 19, 4560, 98500),
('Diners Club International', 'Diners Club', 30301072868959, 'Rick T Goff', 415, 40695, 42887, 28, 8578, 161800),
('Diners Club International', 'Diners Club', 39731553728945, 'Louie Shay', 296, 42217, 44409, 23, 6907, 132400),
('Diners Club International', 'Diners Club', 30087287099254, 'Wesley A Reid', 755, 41944, 46327, 27, 2648, 12400),
('Visa', 'Citibank', 4046683305048020, 'Reyes H Keeney', 923, 39142, 42795, 23, 7619, 177100),
('Japan Credit Bureau', 'JCB', 3535470371655350, 'Norma C Emerson', 95, 42248, 49188, 27, 2998, 66900),
('Diners Club International', 'Diners Club', 30437553119809, 'Ava F Li', 874, 39783, 45261, 1, 5358, 41900),
('Discover', 'Discover', 6011024643707860, 'Melvin Bishop', 416, 39873, 40969, 4, 4659, 126700),
('Diners Club International', 'Diners Club', 30170811879118, 'Macy Shearer', 908, 39934, 46508, 26, 1988, 163100),
('Master Card', 'Barclays', 5391190682557730, 'Jean Z Holt', 558, 42856, 46143, 22, 1182, 119900),
('Master Card', 'Bank of America', 5365024719965840, 'Parker V Ruiz', 640, 39295, 41487, 8, 9433, 87500),
('American Express', 'American Express', 342305394073571, 'Jose Y Russo', 3278, 41609, 48914, 9, 9057, 184100),
('Discover', 'Discover', 6532422121461110, 'Nikia Starks', 404, 42461, 47939, 24, 1424, 26900),
('Japan Credit Bureau', 'JCB', 3557710771836730, 'Evelyn K Morris', 311, 40664, 41030, 21, 7487, 89000),
('Japan Credit Bureau', 'JCB', 3545554582187700, 'Frank Lockwood', 862, 41548, 42278, 11, 9182, 26100),
('Diners Club International', 'Diners Club', 30069258657690, 'Kelly S Hayden', 978, 42309, 44136, 9, 6318, 117500),
('Master Card', 'Bank of America', 5392912102743800, 'Dudley Bradley', 161, 42248, 49188, 8, 2620, 76000),
('Discover', 'Discover', 6011726121237580, 'Philip F Crawford', 794, 39965, 43252, 16, 7455, 61100),
('Japan Credit Bureau', 'JCB', 3571769852255650, 'Bobette V Harbin', 970, 41426, 48731, 19, 1108, 179300),
('Visa', 'PNC', 4858000627872640, 'Ray M Gonzalez', 36, 41821, 48396, 13, 7555, 67400),
('Visa', 'Chase', 4821476256648200, 'Rosita Cone', 423, 41821, 48030, 3, 368, 186100),
('Master Card', 'Chase', 5227669499543190, 'Robert H Oneal', 126, 39661, 45870, 16, 2337, 88400),
('Diners Club International', 'Diners Club', 30988542707187, 'Theo Frey', 822, 41153, 42614, 23, 4577, 22100),
('Japan Credit Bureau', 'JCB', 3529174435681680, 'Sheila M Sullivan', 94, 39203, 41030, 27, 5294, 52000),
('Visa', 'Citibank', 4448790747322360, 'Bryan H Pridgen', 702, 40483, 46692, 23, 5211, 29800),
('Discover', 'Discover', 6225509715850220, 'Barry T Mullins', 130, 40603, 44621, 21, 6132, 72400),
('Visa', 'USAA', 4337023394966590, 'Willis M Tam', 750, 41974, 42705, 6, 723, 51800),
('Master Card', 'Chase', 5261137000303780, 'Martin K Spencer', 770, 42644, 44105, 4, 6760, 64900),
('Master Card', 'Bank of America', 5480025330239000, 'Jose X Moultrie', 6, 41579, 43405, 18, 3599, 112600),
('Discover', 'Discover', 6011813498043000, 'Jessica B Potts', 813, 40118, 41214, 16, 5113, 76200),
('American Express', 'American Express', 348234748145998, 'Olivia Heyward', 6688, 42278, 43374, 6, 3854, 91300),
('Diners Club International', 'Diners Club', 30349685778016, 'Gregory K Cantu', 720, 40603, 42064, 2, 9656, 31300),
('Diners Club International', 'Diners Club', 30183587324680, 'Glenn R Halcomb', 51, 40940, 45689, 10, 547, 196500),
('Discover', 'Discover', 6011712396586110, 'Donna U Hayes', 145, 40087, 46296, 13, 9857, 113200),
('American Express', 'U.S. Bancorp', 343503335033998, 'Willie Brinson', 4910, 40909, 43101, 1, 5356, 112400),
('American Express', 'American Express', 378061894501549, 'Leon Whitehead', 1771, 40909, 41275, 14, 446, 190200),
('Discover', 'Discover', 6011111438765500, 'Roosevelt T Rector', 523, 42430, 43160, 18, 4791, 51100),
('Visa', 'USAA', 4188239711653350, 'Brenda M Walter', 315, 40238, 42064, 27, 9783, 173700),
('Visa', 'Chase', 4747743887807910, 'Winford L Dell', 38, 42552, 46935, 16, 103, 155400),
('Japan Credit Bureau', 'JCB', 3543860075772800, 'Yolanda Rich', 753, 42186, 44013, 1, 5133, 195200),
('American Express', 'Bank of America', 347101690922362, 'Kenyetta Wilt', 7576, 40756, 48061, 24, 6445, 62200),
('Visa', 'U.S. Bancorp', 4153939192551240, 'Calvin I Ellis', 488, 41883, 48823, 28, 176, 109800),
('Diners Club International', 'Diners Club', 30220725621328, 'Lonnie B Head', 982, 42979, 49188, 18, 5361, 106200),
('Japan Credit Bureau', 'JCB', 3562889866089680, 'Jose O Serrano', 372, 39934, 42856, 14, 2544, 162500),
('Japan Credit Bureau', 'JCB', 3555896538261400, 'Katelynn Juarez', 158, 39234, 45809, 19, 7154, 177900),
('Discover', 'Discover', 6446160891047450, 'Zachary P Rhodes', 336, 39600, 45444, 9, 1723, 136600),
('Diners Club International', 'Diners Club', 30977606233156, 'Keena Beam', 968, 42217, 46966, 14, 2196, 91600),
('Discover', 'Discover', 6011748856257650, 'Kim L Bonner', 662, 41609, 41974, 14, 109, 56600),
('American Express', 'American Express', 349004068067174, 'Merlin Z Brand', 5137, 41640, 46753, 6, 2753, 42200),
('Visa', 'U.S. Bancorp', 4887712648813490, 'Edwin Q Aguirre', 390, 41000, 42826, 11, 2543, 51400),
('Master Card', 'Citibank', 5275968582076130, 'Heidi I Wyatt', 124, 42095, 47939, 13, 9377, 161300),
('American Express', 'American Express', 340884741748079, 'Grace P Hodges', 6436, 39387, 42675, 11, 2141, 72700),
('Diners Club International', 'Diners Club', 30065582173719, 'Ai Rigsby', 498, 42125, 42491, 11, 8426, 126100),
('Master Card', 'Chase', 5210332915021690, 'Travis F Vaughn', 385, 41671, 48245, 8, 2717, 20700),
('Visa', 'Chase', 4941847638541880, 'Joycelyn Canady', 967, 39142, 45352, 23, 9786, 17700),
('Master Card', 'GE Capital', 5427251665512460, 'Chris Q Kerr', 253, 42705, 43800, 15, 623, 117500),
('Diners Club International', 'Diners Club', 30935153931077, 'Elwood Power', 441, 42705, 50010, 14, 6353, 56200),
('Discover', 'Discover', 6011617785767990, 'Jane Shields', 928, 41306, 45323, 26, 1319, 84200),
('Visa', 'Citibank', 4844924273196070, 'Candelaria Schindler', 773, 40057, 45536, 7, 9323, 123700),
('Visa', 'Chase', 4142058056014960, 'Michelle Vinson', 795, 39569, 40664, 10, 8481, 97400),
('Diners Club International', 'Diners Club', 39978507000364, 'Leota W Finney', 50, 41487, 42217, 27, 5878, 30500),
('Master Card', 'Bank of America', 5413023801140960, 'Roger Ramos', 132, 39661, 46600, 22, 5952, 86700),
('Visa', 'Chase', 4685801877338350, 'Beaulah Reuter', 906, 41122, 41852, 28, 8309, 197000),
('Discover', 'Discover', 6011506137774330, 'Jimmy Soto', 194, 41091, 46569, 10, 5371, 63300),
('Diners Club International', 'Diners Club', 30185605892838, 'Dee R White', 539, 40664, 43221, 16, 6155, 192900),
('Discover', 'Discover', 6011884906981830, 'Mike Carr', 523, 40664, 44317, 14, 4771, 36900),
('Discover', 'Discover', 6011787904462710, 'Jimmy Z Hardin', 39, 41760, 43586, 21, 5399, 32600),
('American Express', 'U.S. Bancorp', 377399663739911, 'Judith Bryan', 7037, 40391, 45139, 22, 5961, 24400),
